caption,tags,quote,actual_quote,child_len
"My friend’s mom, upon being introduced to me, a bisexual female. “Dave” is Daisy, my male to female transgendered ex-girlfriend. Made me feel insulted, as if people think the only way a trans person can have a relationship is with somebody who can’t do better. Saddened that this woman thought this was a compliment.","['xs', 'gender', 'trans*']",“THAT’S her? She’s beautiful! When you said she dated Dave I assumed she’d be a beastly creature!”,THAT'S her? She's beautiful! When you said she dated Dave I assumed she'd be a beastly creature!,17
"My supervising teacher, in a conversation about a superior I was about to meet for the first time. At school, in front of our class of high school students. Made me feel uncomfortable, unsure how to respond, concerned for the young students overhearing this statement.","['xs', 'race']","“Oh he’s very nice. He’s so intelligent and always happy and smiling, and very professional. (pause) He’s black, you know.”","Oh he's very nice. He's so intelligent and always happy and smiling, and very professional. (pause) He's black, you know.",20
My mother was looking at a photography project with twenty pictures of gay and trans identified people.,"['gender', 'sexuality', 'xs', 'trans']",“Are there really that many gay people?!”,Are there really that many gay people?!,7
"My grandmother, while we were going through my recently deceased grandfather’s possessions. I was interested in the tool collection, since I am a SET BUILDER, but my grandmother wanted my younger brother to have them, since he is a boy.","['xs', 'gender']","“No, you’re a girl, you don’t need them. We’ll save these tools for your brother.”","No, you're a girl, you don't need them. We'll save these tools for your brother.",15
"A white guy I used to date when I confronted him about cheating on me. I felt insulted, humiliated and deeply hurt.","['race', 'gender', 'body', 'xs']",“You smell different. I have always dated Caucasian women before and I prefer they way they smell.”,You smell different. I have always dated Caucasian women before and I prefer they way they smell.,17
"The male half of a middle-aged heterosexual couple to me during a UK Gay & Lesbian Pride Parade. Made me feel shocked, demeaned, patronised.","['xs', 'sexuality', 'gender']",“You’re a lesbian? Why? You’re so pretty you could have any man you want?”,You're a lesbian? Why? You're so pretty you could have any man you want?,14
A white classmate when I came out as queer. I’m a queer Asian-American cis woman who “passes” as “not-gay” apparently.,"['xs', 'sexuality', 'race', 'gender']",“You don’t _seem_ gay.”,You don't _seem_ gay.,4
,"['xs', 'race']",“You can’t be black.  You listen to Rock Music.”,You can't be black. You listen to Rock Music.,9
My friends when I came out of the closet.,"['xs', 'sexuality']","“Don’t worry, we can fix you.”","Don't worry, we can fix you.",6
White visitors to my house in the city,"['xs', 'race', 'class']",“Is my car gonna be okay?”,Is my car gonna be okay?,6
Someone born in America,"['xs', 'race']","“So, do you feel more Asian or American?”","So, do you feel more Asian or American?",8
"My husband, when I complained that I’m so busy that I can’t keep up with my to-do list. It makes me feel depersonalized and objectified, as if I have no function other than to make my husband’s life easier.","['xs', 'gender']",“You need a wife.”,You need a wife.,4
,"['xs', 'gender', 'sexuality', 'body']","“Oh my god, aren’t guys who aren’t manly ashamed of themselves? Don’t they want to be MEN?! I mean, gay guys can dress however they want, but straight guys in skinny jeans or sparkly shirts? It’s just gross.”","Oh my god, aren't guys who aren't manly ashamed of themselves? Don't they want to be MEN?! I mean, gay guys can dress however they want, but straight guys in skinny jeans or sparkly shirts? It's just gross.",38
A white classmate after hearing that I’m taking difficult academic courses. I’m mixed-race (indigenous South American  and white).  Made me feel stunned and ashamed that I didn’t respond.  I wonder how it made the Korean classmate five feet away from me feel.,"['xs', 'race']",“You should have been born Asian!”,You should have been born Asian!,6
A gay guy,"['gender', 'xs', 'sexuality']","“Sorry, I only like masculine men.”","Sorry, I only like masculine men.",6
,"['race', 'ethnicity', 'xs']",“You’re one of the GOOD Mexicans!”,You're one of the GOOD Mexicans!,6
"The question a man asked me when I moved away from the back door and told him to go ahead when the bus was still moving. I’m a Black Muslim girl wearing hijab, so he must have felt this was a valid question. I told him I was born here, and he laughed the whole way off the bus. It made me angry, because he assumed that I was ignorant because I’m an immigrant. I’ve been riding the city bus for years, I was just having an off day.","['nationality', 'race', 'religion', 'xs', 'gender']",“How long have you been in Canada for?”,How long have you been in Canada for?,8
