caption,tags,quote,actual_quote
Made me feel angry.,"['race', 'xs']",“Looks like you only got the good genes. You don’t look Native American at all.”,Looks like you only got the good genes. You don’t look Native American at all.
Made me feel angry.,"['race', 'xs']",“Looks like you only got the good genes. You don’t look Native American at all.”,Looks like you only got the good genes. You don’t look Native American at all.
Another female professional school student.,"['gender', 'xs']","“I’m surprised your so smart, because you’re very girly and silly.  I see you as more of a customer service worker rather than a professional; I can’t picture you as a professional.”","I’m surprised your so smart, because you’re very girly and silly.  I see you as more of a customer service worker rather than a professional; I can’t picture you as a professional."
Another female professional school student.,"['gender', 'xs']","“I’m surprised your so smart, because you’re very girly and silly.  I see you as more of a customer service worker rather than a professional; I can’t picture you as a professional.”","I’m surprised your so smart, because you’re very girly and silly.  I see you as more of a customer service worker rather than a professional; I can’t picture you as a professional."
"Theater employee after she asked what movie I had seen as I was walking out. For the record, True Grit was very good and I’m pretty sure my genitals don’t really influence my taste in films.","['xs', 'gender']",“What? But that’s a guy movie!”,What? But that’s a guy movie!
"Theater employee after she asked what movie I had seen as I was walking out. For the record, True Grit was very good and I’m pretty sure my genitals don’t really influence my taste in films.","['xs', 'gender']",“What? But that’s a guy movie!”,What? But that’s a guy movie!
A male professor in my graduate program at a department barbeque. My sexual orientation was more important than my ideas about research in our field.,"['xs', 'sexuality', 'gender']","“So you’re really not into men? Like, really really not into men? Are you sure?”","So you’re really not into men? Like, really really not into men? Are you sure?"
A male professor in my graduate program at a department barbeque. My sexual orientation was more important than my ideas about research in our field.,"['xs', 'sexuality', 'gender']","“So you’re really not into men? Like, really really not into men? Are you sure?”","So you’re really not into men? Like, really really not into men? Are you sure?"
My mom while passing a female person of color cop directing traffic,"['xs', 'race', 'gender']","“Well, they’ll let just anyone be a cop these days.”","Well, they’ll let just anyone be a cop these days."
My mom while passing a female person of color cop directing traffic,"['xs', 'race', 'gender']","“Well, they’ll let just anyone be a cop these days.”","Well, they’ll let just anyone be a cop these days."
"Endocronologist, one week after he said he would help me. I walked out and didn’t pay my copay.","['xs', 'gender']","“I can’t give you hormones, because then you’ll start thinking like a woman! You can’t change that!”","I can’t give you hormones, because then you’ll start thinking like a woman! You can’t change that!"
"Endocronologist, one week after he said he would help me. I walked out and didn’t pay my copay.","['xs', 'gender']","“I can’t give you hormones, because then you’ll start thinking like a woman! You can’t change that!”","I can’t give you hormones, because then you’ll start thinking like a woman! You can’t change that!"
A submission we received:,['meta'],"A submission we received:
I know that this blog is dedicated to microaggressions, but I wanted to suggest the possibility of starting a blog of…I don’t know if there’s a word…Micro-supports? You know, the little things that people do, sometimes, but not always, without thinking, that make us feel safe, and generally better, and help up retain our faith in humanity.Thoughts?
Please feel free to use the commenting function on this post to organize if you are interested!",
We’ve opened up a comment/discussion space for each “microaggression.” Please feel free to ask questions & share why an entry may/not resonate with you - just click on the speech bubble icon on the bottom of each post. Thanks!,"['xs', 'meta']",We’ve opened up a comment/discussion space for each “microaggression.” Please feel free to ask questions & share why an entry may/not resonate with you - just click on the speech bubble icon on the bottom of each post. Thanks!,
